Year,Status,Geography,Sex,Age group,GeoCode,Value
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Males,15 to 19 years,35,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Females,15 to 19 years,35,3
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Both sexes,15 to 24 years,35,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Males,15 to 24 years,35,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Females,15 to 24 years,35,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Both sexes,18 to 24 years,35,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Males,18 to 24 years,35,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Females,18 to 24 years,35,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Both sexes,20 to 24 years,35,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Males,20 to 24 years,35,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Females,20 to 24 years,35,6
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Both sexes,15 to 19 years,46,7
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Males,15 to 19 years,46,7
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Females,15 to 19 years,46,8
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Both sexes,15 to 24 years,46,9
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Males,15 to 24 years,46,9
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Females,15 to 24 years,46,9
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Both sexes,18 to 24 years,46,10
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Males,18 to 24 years,46,10
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Females,18 to 24 years,46,11
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Both sexes,20 to 24 years,46,11
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Males,20 to 24 years,46,10
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Females,20 to 24 years,46,11
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Both sexes,15 to 19 years,46,2
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Males,15 to 19 years,46,2
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Females,15 to 19 years,46,2
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Both sexes,15 to 24 years,46,3
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Males,15 to 24 years,46,3
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Females,15 to 24 years,46,2
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Both sexes,18 to 24 years,46,3
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Males,18 to 24 years,46,4
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Females,18 to 24 years,46,3
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Both sexes,20 to 24 years,46,3
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Males,20 to 24 years,46,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Both sexes,15 to 19 years,46,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Males,15 to 19 years,46,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Females,15 to 19 years,46,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Both sexes,15 to 24 years,46,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Males,15 to 24 years,46,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Females,15 to 24 years,46,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Both sexes,18 to 24 years,46,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Males,18 to 24 years,46,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Females,18 to 24 years,46,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Both sexes,20 to 24 years,46,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Males,20 to 24 years,46,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Females,20 to 24 years,46,8
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Both sexes,15 to 19 years,47,6
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Males,15 to 19 years,47,6
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Females,15 to 19 years,47,6
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Both sexes,15 to 24 years,47,10
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Males,15 to 24 years,47,11
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Females,15 to 24 years,47,10
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Both sexes,18 to 24 years,47,13
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Males,18 to 24 years,47,14
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Females,18 to 24 years,47,13
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Both sexes,20 to 24 years,47,15
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Males,20 to 24 years,47,16
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Females,20 to 24 years,47,14
2024,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,15 to 19 years,47,2
2024,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,15 to 24 years,47,4
2024,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Males,15 to 24 years,47,4
2024,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Females,15 to 24 years,47,3
2024,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,18 to 24 years,47,5
2024,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Males,18 to 24 years,47,6
2024,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Females,18 to 24 years,47,4
2024,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,20 to 24 years,47,5
2024,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Males,20 to 24 years,47,6
2024,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Females,20 to 24 years,47,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,15 to 19 years,47,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Males,15 to 19 years,47,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Females,15 to 19 years,47,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,15 to 24 years,47,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Males,15 to 24 years,47,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Females,15 to 24 years,47,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,18 to 24 years,47,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Males,18 to 24 years,47,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Females,18 to 24 years,47,9
2024,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,20 to 24 years,47,10
2024,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Males,20 to 24 years,47,9
2024,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Females,20 to 24 years,47,10
2024,"Sub-total, not in employment, education or training (NEET)",Alberta,Both sexes,15 to 19 years,48,8
2024,"Sub-total, not in employment, education or training (NEET)",Alberta,Males,15 to 19 years,48,9
2024,"Sub-total, not in employment, education or training (NEET)",Alberta,Females,15 to 19 years,48,7
2024,"Sub-total, not in employment, education or training (NEET)",Alberta,Both sexes,15 to 24 years,48,12
2024,"Sub-total, not in employment, education or training (NEET)",Alberta,Males,15 to 24 years,48,15
2024,"Sub-total, not in employment, education or training (NEET)",Alberta,Females,15 to 24 years,48,10
2024,"Sub-total, not in employment, education or training (NEET)",Alberta,Both sexes,18 to 24 years,48,16
2024,"Sub-total, not in employment, education or training (NEET)",Alberta,Males,18 to 24 years,48,20
2024,"Sub-total, not in employment, education or training (NEET)",Alberta,Females,18 to 24 years,48,13
2024,"Sub-total, not in employment, education or training (NEET)",Alberta,Both sexes,20 to 24 years,48,17
2024,"Sub-total, not in employment, education or training (NEET)",Alberta,Males,20 to 24 years,48,20
2024,"Sub-total, not in employment, education or training (NEET)",Alberta,Females,20 to 24 years,48,13
2024,"Unemployed, Not in employment, education or training (NEET)",Alberta,Both sexes,15 to 19 years,48,3
2024,"Unemployed, Not in employment, education or training (NEET)",Alberta,Males,15 to 19 years,48,4
2024,"Unemployed, Not in employment, education or training (NEET)",Alberta,Both sexes,15 to 24 years,48,5
2024,"Unemployed, Not in employment, education or training (NEET)",Alberta,Males,15 to 24 years,48,6
2024,"Unemployed, Not in employment, education or training (NEET)",Alberta,Females,15 to 24 years,48,4
2024,"Unemployed, Not in employment, education or training (NEET)",Alberta,Both sexes,18 to 24 years,48,7
2024,"Unemployed, Not in employment, education or training (NEET)",Alberta,Males,18 to 24 years,48,8
2024,"Unemployed, Not in employment, education or training (NEET)",Alberta,Females,18 to 24 years,48,6
2024,"Unemployed, Not in employment, education or training (NEET)",Alberta,Both sexes,20 to 24 years,48,8
2024,"Unemployed, Not in employment, education or training (NEET)",Alberta,Males,20 to 24 years,48,9
2024,"Unemployed, Not in employment, education or training (NEET)",Alberta,Females,20 to 24 years,48,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Both sexes,15 to 19 years,48,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Males,15 to 19 years,48,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Females,15 to 19 years,48,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Both sexes,15 to 24 years,48,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Males,15 to 24 years,48,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Females,15 to 24 years,48,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Both sexes,18 to 24 years,48,9
2024,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Males,18 to 24 years,48,11
2024,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Females,18 to 24 years,48,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Both sexes,20 to 24 years,48,9
