Year,Occupation,Type of work,Gender,Age group,Geography,GeoCode,Value
2015,"Sales and service occupations, except management",Both full- and part-time employees,Women+,55 years and over,Nova Scotia,12,14.2
2015,"Trades, transport and equipment operators and related occupations, except management",Both full- and part-time employees,Total - Gender,15 years and over,Nova Scotia,12,22.72
2015,"Trades, transport and equipment operators and related occupations, except management",Both full- and part-time employees,Total - Gender,15 to 24 years,Nova Scotia,12,15.63
2015,"Trades, transport and equipment operators and related occupations, except management",Both full- and part-time employees,Total - Gender,25 to 54 years,Nova Scotia,12,24.04
2015,"Trades, transport and equipment operators and related occupations, except management",Both full- and part-time employees,Total - Gender,55 years and over,Nova Scotia,12,22.81
2015,"Trades, transport and equipment operators and related occupations, except management",Both full- and part-time employees,Men+,15 years and over,Nova Scotia,12,22.84
2015,"Trades, transport and equipment operators and related occupations, except management",Both full- and part-time employees,Men+,25 to 54 years,Nova Scotia,12,24.14
2015,"Trades, transport and equipment operators and related occupations, except management",Both full- and part-time employees,Men+,55 years and over,Nova Scotia,12,22.9
2015,"Trades, transport and equipment operators and related occupations, except management",Both full- and part-time employees,Women+,15 years and over,Nova Scotia,12,20.75
2015,"Trades, transport and equipment operators and related occupations, except management",Both full- and part-time employees,Women+,25 to 54 years,Nova Scotia,12,22.27
2015,"Trades, transport and equipment operators and related occupations, except management",Both full- and part-time employees,Women+,55 years and over,Nova Scotia,12,21.26
2015,"Natural resources, agriculture and related production occupations, except management",Both full- and part-time employees,Total - Gender,15 years and over,Nova Scotia,12,19.87
2015,"Natural resources, agriculture and related production occupations, except management",Both full- and part-time employees,Total - Gender,15 to 24 years,Nova Scotia,12,12.73
2015,"Natural resources, agriculture and related production occupations, except management",Both full- and part-time employees,Total - Gender,25 to 54 years,Nova Scotia,12,21.87
2015,"Natural resources, agriculture and related production occupations, except management",Both full- and part-time employees,Total - Gender,55 years and over,Nova Scotia,12,20.96
2015,"Natural resources, agriculture and related production occupations, except management",Both full- and part-time employees,Men+,15 years and over,Nova Scotia,12,21.2
2015,"Natural resources, agriculture and related production occupations, except management",Both full- and part-time employees,Men+,15 to 24 years,Nova Scotia,12,13.1
2015,"Natural resources, agriculture and related production occupations, except management",Both full- and part-time employees,Men+,25 to 54 years,Nova Scotia,12,22.88
2015,"Natural resources, agriculture and related production occupations, except management",Both full- and part-time employees,Men+,55 years and over,Nova Scotia,12,22.92
2015,"Natural resources, agriculture and related production occupations, except management",Both full- and part-time employees,Women+,15 years and over,Nova Scotia,12,13.68
2015,"Natural resources, agriculture and related production occupations, except management",Both full- and part-time employees,Women+,15 to 24 years,Nova Scotia,12,11.71
2015,"Natural resources, agriculture and related production occupations, except management",Both full- and part-time employees,Women+,25 to 54 years,Nova Scotia,12,15.03
2015,"Natural resources, agriculture and related production occupations, except management",Both full- and part-time employees,Women+,55 years and over,Nova Scotia,12,13.77
2015,"Occupations in manufacturing and utilities, except management",Both full- and part-time employees,Total - Gender,15 years and over,Nova Scotia,12,20.07
2015,"Occupations in manufacturing and utilities, except management",Both full- and part-time employees,Total - Gender,15 to 24 years,Nova Scotia,12,13.95
2015,"Occupations in manufacturing and utilities, except management",Both full- and part-time employees,Total - Gender,25 to 54 years,Nova Scotia,12,21.11
2015,"Occupations in manufacturing and utilities, except management",Both full- and part-time employees,Total - Gender,55 years and over,Nova Scotia,12,19.67
2015,"Occupations in manufacturing and utilities, except management",Both full- and part-time employees,Men+,15 years and over,Nova Scotia,12,21.25
2015,"Occupations in manufacturing and utilities, except management",Both full- and part-time employees,Men+,25 to 54 years,Nova Scotia,12,22.11
2015,"Occupations in manufacturing and utilities, except management",Both full- and part-time employees,Men+,55 years and over,Nova Scotia,12,22.43
2015,"Occupations in manufacturing and utilities, except management",Both full- and part-time employees,Women+,15 years and over,Nova Scotia,12,17.03
2015,"Occupations in manufacturing and utilities, except management",Both full- and part-time employees,Women+,25 to 54 years,Nova Scotia,12,18.41
2015,"Occupations in manufacturing and utilities, except management",Both full- and part-time employees,Women+,55 years and over,Nova Scotia,12,13.67
2015,"Total employees, all occupations",Full-time employees,Total - Gender,15 years and over,Nova Scotia,12,23.75
2015,"Total employees, all occupations",Full-time employees,Total - Gender,15 to 24 years,Nova Scotia,12,15.17
2015,"Total employees, all occupations",Full-time employees,Total - Gender,25 to 54 years,Nova Scotia,12,24.9
2015,"Total employees, all occupations",Full-time employees,Total - Gender,55 years and over,Nova Scotia,12,24.36
2015,"Total employees, all occupations",Full-time employees,Men+,15 years and over,Nova Scotia,12,24.98
2015,"Total employees, all occupations",Full-time employees,Men+,15 to 24 years,Nova Scotia,12,15.53
2015,"Total employees, all occupations",Full-time employees,Men+,25 to 54 years,Nova Scotia,12,26.16
2015,"Total employees, all occupations",Full-time employees,Men+,55 years and over,Nova Scotia,12,26.44
2015,"Total employees, all occupations",Full-time employees,Women+,15 years and over,Nova Scotia,12,22.42
2015,"Total employees, all occupations",Full-time employees,Women+,15 to 24 years,Nova Scotia,12,14.71
2015,"Total employees, all occupations",Full-time employees,Women+,25 to 54 years,Nova Scotia,12,23.58
2015,"Total employees, all occupations",Full-time employees,Women+,55 years and over,Nova Scotia,12,21.94
2015,Management occupations,Full-time employees,Total - Gender,15 years and over,Nova Scotia,12,35.2
2015,Management occupations,Full-time employees,Total - Gender,15 to 24 years,Nova Scotia,12,21.16
2015,Management occupations,Full-time employees,Total - Gender,25 to 54 years,Nova Scotia,12,35.82
2015,Management occupations,Full-time employees,Total - Gender,55 years and over,Nova Scotia,12,34.48
2015,Management occupations,Full-time employees,Men+,15 years and over,Nova Scotia,12,36.59
2015,Management occupations,Full-time employees,Men+,25 to 54 years,Nova Scotia,12,38.08
2015,Management occupations,Full-time employees,Men+,55 years and over,Nova Scotia,12,33.58
