Year,Distance-capacity public transit service area,Geography,Location,Gender,Demographic and socio-economic,GeoCode,Value
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Women+,Total - Age groups of the population - 100% data,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Women+,0 to 14 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Women+,15 to 64 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Women+,15 to 19 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Women+,20 to 24 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Women+,65 years and over,595,0.0
2024,500 metres from all public transit stops,"Toronto, Ontario","Total, location","Total, gender",Total - Age groups of the population - 100% data,535,84.2
2024,500 metres from all public transit stops,"Toronto, Ontario","Total, location","Total, gender",0 to 14 years,535,83.0
2024,500 metres from all public transit stops,"Toronto, Ontario","Total, location","Total, gender",15 to 64 years,535,84.5
2024,500 metres from all public transit stops,"Toronto, Ontario","Total, location","Total, gender",15 to 19 years,535,81.9
2024,500 metres from all public transit stops,"Toronto, Ontario","Total, location","Total, gender",20 to 24 years,535,84.4
2024,500 metres from all public transit stops,"Toronto, Ontario","Total, location","Total, gender",65 years and over,535,83.9
2024,500 metres from all public transit stops,"Toronto, Ontario","Total, location",Men+,Total - Age groups of the population - 100% data,535,83.9
2024,500 metres from all public transit stops,"Toronto, Ontario","Total, location",Men+,0 to 14 years,535,83.0
2024,500 metres from all public transit stops,"Toronto, Ontario","Total, location",Men+,15 to 64 years,535,84.3
2024,500 metres from all public transit stops,"Toronto, Ontario","Total, location",Men+,15 to 19 years,535,81.9
2024,500 metres from all public transit stops,"Toronto, Ontario","Total, location",Men+,20 to 24 years,535,83.9
2024,500 metres from all public transit stops,"Toronto, Ontario","Total, location",Men+,65 years and over,535,82.9
2024,500 metres from all public transit stops,"Toronto, Ontario","Total, location",Women+,Total - Age groups of the population - 100% data,535,84.4
2024,500 metres from all public transit stops,"Toronto, Ontario","Total, location",Women+,0 to 14 years,535,83.0
2024,500 metres from all public transit stops,"Toronto, Ontario","Total, location",Women+,15 to 64 years,535,84.7
2024,500 metres from all public transit stops,"Toronto, Ontario","Total, location",Women+,15 to 19 years,535,81.9
2024,500 metres from all public transit stops,"Toronto, Ontario","Total, location",Women+,20 to 24 years,535,84.9
2024,500 metres from all public transit stops,"Toronto, Ontario","Total, location",Women+,65 years and over,535,84.7
2024,500 metres from all public transit stops,"Toronto, Ontario",Urban,"Total, gender",Total - Age groups of the population - 100% data,535,85.7
2024,500 metres from all public transit stops,"Toronto, Ontario",Urban,"Total, gender",0 to 14 years,535,84.3
2024,500 metres from all public transit stops,"Toronto, Ontario",Urban,"Total, gender",15 to 64 years,535,86.0
2024,500 metres from all public transit stops,"Toronto, Ontario",Urban,"Total, gender",15 to 19 years,535,83.5
2024,500 metres from all public transit stops,"Toronto, Ontario",Urban,"Total, gender",20 to 24 years,535,85.8
2024,500 metres from all public transit stops,"Toronto, Ontario",Urban,"Total, gender",65 years and over,535,85.8
2024,500 metres from all public transit stops,"Toronto, Ontario",Urban,Men+,Total - Age groups of the population - 100% data,535,85.5
2024,500 metres from all public transit stops,"Toronto, Ontario",Urban,Men+,0 to 14 years,535,84.3
2024,500 metres from all public transit stops,"Toronto, Ontario",Urban,Men+,15 to 64 years,535,85.9
2024,500 metres from all public transit stops,"Toronto, Ontario",Urban,Men+,15 to 19 years,535,83.5
2024,500 metres from all public transit stops,"Toronto, Ontario",Urban,Men+,20 to 24 years,535,85.5
2024,500 metres from all public transit stops,"Toronto, Ontario",Urban,Men+,65 years and over,535,85.0
2024,500 metres from all public transit stops,"Toronto, Ontario",Urban,Women+,Total - Age groups of the population - 100% data,535,85.9
2024,500 metres from all public transit stops,"Toronto, Ontario",Urban,Women+,0 to 14 years,535,84.3
2024,500 metres from all public transit stops,"Toronto, Ontario",Urban,Women+,15 to 64 years,535,86.1
2024,500 metres from all public transit stops,"Toronto, Ontario",Urban,Women+,15 to 19 years,535,83.5
2024,500 metres from all public transit stops,"Toronto, Ontario",Urban,Women+,20 to 24 years,535,86.2
2024,500 metres from all public transit stops,"Toronto, Ontario",Urban,Women+,65 years and over,535,86.5
2024,500 metres from all public transit stops,"Toronto, Ontario",Rural,"Total, gender",Total - Age groups of the population - 100% data,535,6.8
2024,500 metres from all public transit stops,"Toronto, Ontario",Rural,"Total, gender",0 to 14 years,535,7.7
2024,500 metres from all public transit stops,"Toronto, Ontario",Rural,"Total, gender",15 to 64 years,535,6.8
2024,500 metres from all public transit stops,"Toronto, Ontario",Rural,"Total, gender",15 to 19 years,535,6.2
2024,500 metres from all public transit stops,"Toronto, Ontario",Rural,"Total, gender",20 to 24 years,535,6.5
2024,500 metres from all public transit stops,"Toronto, Ontario",Rural,"Total, gender",65 years and over,535,6.2
2024,500 metres from all public transit stops,"Toronto, Ontario",Rural,Men+,Total - Age groups of the population - 100% data,535,6.6
2024,500 metres from all public transit stops,"Toronto, Ontario",Rural,Men+,0 to 14 years,535,7.6
2024,500 metres from all public transit stops,"Toronto, Ontario",Rural,Men+,15 to 64 years,535,6.7
2024,500 metres from all public transit stops,"Toronto, Ontario",Rural,Men+,15 to 19 years,535,5.9
2024,500 metres from all public transit stops,"Toronto, Ontario",Rural,Men+,20 to 24 years,535,6.0
2024,500 metres from all public transit stops,"Toronto, Ontario",Rural,Men+,65 years and over,535,5.8
2024,500 metres from all public transit stops,"Toronto, Ontario",Rural,Women+,Total - Age groups of the population - 100% data,535,6.9
2024,500 metres from all public transit stops,"Toronto, Ontario",Rural,Women+,0 to 14 years,535,7.7
2024,500 metres from all public transit stops,"Toronto, Ontario",Rural,Women+,15 to 64 years,535,6.9
2024,500 metres from all public transit stops,"Toronto, Ontario",Rural,Women+,15 to 19 years,535,6.5
2024,500 metres from all public transit stops,"Toronto, Ontario",Rural,Women+,20 to 24 years,535,7.0
2024,500 metres from all public transit stops,"Toronto, Ontario",Rural,Women+,65 years and over,535,6.5
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario","Total, location","Total, gender",Total - Age groups of the population - 100% data,535,84.1
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario","Total, location","Total, gender",0 to 14 years,535,82.9
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario","Total, location","Total, gender",15 to 64 years,535,84.5
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario","Total, location","Total, gender",15 to 19 years,535,81.9
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario","Total, location","Total, gender",20 to 24 years,535,84.3
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario","Total, location","Total, gender",65 years and over,535,83.9
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario","Total, location",Men+,Total - Age groups of the population - 100% data,535,83.8
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario","Total, location",Men+,0 to 14 years,535,82.9
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario","Total, location",Men+,15 to 64 years,535,84.3
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario","Total, location",Men+,15 to 19 years,535,81.9
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario","Total, location",Men+,20 to 24 years,535,83.8
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario","Total, location",Men+,65 years and over,535,82.8
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario","Total, location",Women+,Total - Age groups of the population - 100% data,535,84.4
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario","Total, location",Women+,0 to 14 years,535,82.9
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario","Total, location",Women+,15 to 64 years,535,84.7
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario","Total, location",Women+,15 to 19 years,535,81.8
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario","Total, location",Women+,20 to 24 years,535,84.8
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario","Total, location",Women+,65 years and over,535,84.7
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Urban,"Total, gender",Total - Age groups of the population - 100% data,535,85.7
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Urban,"Total, gender",0 to 14 years,535,84.3
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Urban,"Total, gender",15 to 64 years,535,86.0
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Urban,"Total, gender",15 to 19 years,535,83.5
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Urban,"Total, gender",20 to 24 years,535,85.8
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Urban,"Total, gender",65 years and over,535,85.8
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Urban,Men+,Total - Age groups of the population - 100% data,535,85.5
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Urban,Men+,0 to 14 years,535,84.3
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Urban,Men+,15 to 64 years,535,85.8
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Urban,Men+,15 to 19 years,535,83.5
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Urban,Men+,20 to 24 years,535,85.5
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Urban,Men+,65 years and over,535,85.0
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Urban,Women+,Total - Age groups of the population - 100% data,535,85.9
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Urban,Women+,0 to 14 years,535,84.3
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Urban,Women+,15 to 64 years,535,86.1
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Urban,Women+,15 to 19 years,535,83.4
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Urban,Women+,20 to 24 years,535,86.2
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Urban,Women+,65 years and over,535,86.5
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Rural,"Total, gender",Total - Age groups of the population - 100% data,535,6.8
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Rural,"Total, gender",0 to 14 years,535,7.7
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Rural,"Total, gender",15 to 64 years,535,6.8
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Rural,"Total, gender",15 to 19 years,535,6.1
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Rural,"Total, gender",20 to 24 years,535,6.5
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Rural,"Total, gender",65 years and over,535,6.1
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Rural,Men+,Total - Age groups of the population - 100% data,535,6.6
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Rural,Men+,0 to 14 years,535,7.6
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Rural,Men+,15 to 64 years,535,6.7
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Rural,Men+,15 to 19 years,535,5.9
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Rural,Men+,20 to 24 years,535,6.0
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Rural,Men+,65 years and over,535,5.8
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Rural,Women+,Total - Age groups of the population - 100% data,535,6.9
2024,500 metres from low-capacity public transit stops only,"Toronto, Ontario",Rural,Women+,0 to 14 years,535,7.7
