Year,Household food security status,Geography,Sex,Age group,Economic family type,Visible minority,Indigenous population,GeoCode,Value
2019,Food insecure,Manitoba,Male,,Seniors not in an economic family,,,46,16.5
2019,"Food insecure, moderate or severe",Manitoba,Male,,Seniors not in an economic family,,,46,13.3
2019,Food secure,Manitoba,Female,,Seniors not in an economic family,,,46,87.1
2019,Food insecure,Manitoba,Female,,Seniors not in an economic family,,,46,12.9
2019,"Food insecure, moderate or severe",Manitoba,Female,,Seniors not in an economic family,,,46,11.2
2019,"Food insecure, moderate",Manitoba,Female,,Seniors not in an economic family,,,46,8.1
2019,Food secure,Manitoba,Both sexes,,Non-seniors not in an economic family,,,46,73.0
2019,Food insecure,Manitoba,Both sexes,,Non-seniors not in an economic family,,,46,27.0
2019,"Food insecure, marginal",Manitoba,Both sexes,,Non-seniors not in an economic family,,,46,6.8
2019,"Food insecure, moderate or severe",Manitoba,Both sexes,,Non-seniors not in an economic family,,,46,20.2
2019,"Food insecure, moderate",Manitoba,Both sexes,,Non-seniors not in an economic family,,,46,10.4
2019,"Food insecure, severe",Manitoba,Both sexes,,Non-seniors not in an economic family,,,46,9.8
2019,Food secure,Manitoba,Male,,Non-seniors not in an economic family,,,46,73.9
2019,Food insecure,Manitoba,Male,,Non-seniors not in an economic family,,,46,26.1
2019,"Food insecure, moderate or severe",Manitoba,Male,,Non-seniors not in an economic family,,,46,18.9
2019,"Food insecure, moderate",Manitoba,Male,,Non-seniors not in an economic family,,,46,9.9
2019,"Food insecure, severe",Manitoba,Male,,Non-seniors not in an economic family,,,46,9.0
2019,Food secure,Manitoba,Female,,Non-seniors not in an economic family,,,46,71.8
2019,Food insecure,Manitoba,Female,,Non-seniors not in an economic family,,,46,28.2
2019,"Food insecure, moderate or severe",Manitoba,Female,,Non-seniors not in an economic family,,,46,22.1
2019,"Food insecure, moderate",Manitoba,Female,,Non-seniors not in an economic family,,,46,11.1
2019,"Food insecure, severe",Manitoba,Female,,Non-seniors not in an economic family,,,46,10.9
2019,Food secure,Saskatchewan,Both sexes,,All persons,,,47,82.3
2019,Food insecure,Saskatchewan,Both sexes,,All persons,,,47,17.7
2019,"Food insecure, marginal",Saskatchewan,Both sexes,,All persons,,,47,5.6
2019,"Food insecure, moderate or severe",Saskatchewan,Both sexes,,All persons,,,47,12.1
2019,"Food insecure, moderate",Saskatchewan,Both sexes,,All persons,,,47,8.6
2019,"Food insecure, severe",Saskatchewan,Both sexes,,All persons,,,47,3.5
2019,Food secure,Saskatchewan,Both sexes,,Persons in economic families,,,47,83.5
2019,Food insecure,Saskatchewan,Both sexes,,Persons in economic families,,,47,16.5
2019,"Food insecure, marginal",Saskatchewan,Both sexes,,Persons in economic families,,,47,5.3
2019,"Food insecure, moderate or severe",Saskatchewan,Both sexes,,Persons in economic families,,,47,11.2
2019,"Food insecure, moderate",Saskatchewan,Both sexes,,Persons in economic families,,,47,8.5
2019,"Food insecure, severe",Saskatchewan,Both sexes,,Persons in economic families,,,47,2.6
2019,Food secure,Saskatchewan,Both sexes,,Persons in senior families,,,47,94.6
2019,Food insecure,Saskatchewan,Both sexes,,Persons in senior families,,,47,5.4
2019,"Food insecure, moderate or severe",Saskatchewan,Both sexes,,Persons in senior families,,,47,4.7
2019,Food secure,Saskatchewan,Both sexes,,Persons in senior couples,,,47,95.1
2019,Food insecure,Saskatchewan,Both sexes,,Persons in senior couples,,,47,4.9
2019,"Food insecure, moderate or severe",Saskatchewan,Both sexes,,Persons in senior couples,,,47,4.5
2019,Food secure,Saskatchewan,Both sexes,,Persons in other senior families,,,47,92.8
2019,Food secure,Saskatchewan,Both sexes,,Persons in non-senior families,,,47,81.7
2019,Food insecure,Saskatchewan,Both sexes,,Persons in non-senior families,,,47,18.3
2019,"Food insecure, marginal",Saskatchewan,Both sexes,,Persons in non-senior families,,,47,6.1
2019,"Food insecure, moderate or severe",Saskatchewan,Both sexes,,Persons in non-senior families,,,47,12.2
2019,"Food insecure, moderate",Saskatchewan,Both sexes,,Persons in non-senior families,,,47,9.3
2019,"Food insecure, severe",Saskatchewan,Both sexes,,Persons in non-senior families,,,47,2.9
2019,Food secure,Saskatchewan,Both sexes,,Persons in couples,,,47,87.2
2019,Food insecure,Saskatchewan,Both sexes,,Persons in couples,,,47,12.8
2019,"Food insecure, moderate or severe",Saskatchewan,Both sexes,,Persons in couples,,,47,8.4
2019,"Food insecure, moderate",Saskatchewan,Both sexes,,Persons in couples,,,47,5.3
2019,"Food insecure, severe",Saskatchewan,Both sexes,,Persons in couples,,,47,3.1
2019,Food secure,Saskatchewan,Both sexes,,Persons in couple families with children,,,47,80.9
2019,Food insecure,Saskatchewan,Both sexes,,Persons in couple families with children,,,47,19.1
2019,"Food insecure, marginal",Saskatchewan,Both sexes,,Persons in couple families with children,,,47,7.8
2019,"Food insecure, moderate or severe",Saskatchewan,Both sexes,,Persons in couple families with children,,,47,11.3
2019,"Food insecure, moderate",Saskatchewan,Both sexes,,Persons in couple families with children,,,47,9.8
2019,Food secure,Saskatchewan,Both sexes,,Persons in couple families with other relatives,,,47,89.9
2019,Food secure,Saskatchewan,Both sexes,,Persons in lone-parent families,,,47,60.1
2019,Food insecure,Saskatchewan,Both sexes,,Persons in lone-parent families,,,47,39.9
2019,"Food insecure, moderate or severe",Saskatchewan,Both sexes,,Persons in lone-parent families,,,47,33.0
2019,Food secure,Saskatchewan,Male,,Persons in lone-parent families,,,47,47.8
2019,Food insecure,Saskatchewan,Male,,Persons in lone-parent families,,,47,52.2
2019,Food secure,Saskatchewan,Female,,Persons in lone-parent families,,,47,63.6
2019,Food insecure,Saskatchewan,Female,,Persons in lone-parent families,,,47,36.4
2019,"Food insecure, moderate or severe",Saskatchewan,Female,,Persons in lone-parent families,,,47,32.5
2019,Food secure,Saskatchewan,Both sexes,,Persons in other non-senior families,,,47,77.0
2019,Food insecure,Saskatchewan,Both sexes,,Persons in other non-senior families,,,47,23.0
2019,"Food insecure, moderate or severe",Saskatchewan,Both sexes,,Persons in other non-senior families,,,47,20.6
2019,Food secure,Saskatchewan,Both sexes,,Persons not in an economic family,,,47,75.5
2019,Food insecure,Saskatchewan,Both sexes,,Persons not in an economic family,,,47,24.5
2019,"Food insecure, marginal",Saskatchewan,Both sexes,,Persons not in an economic family,,,47,7.0
2019,"Food insecure, moderate or severe",Saskatchewan,Both sexes,,Persons not in an economic family,,,47,17.5
2019,"Food insecure, moderate",Saskatchewan,Both sexes,,Persons not in an economic family,,,47,9.0
2019,"Food insecure, severe",Saskatchewan,Both sexes,,Persons not in an economic family,,,47,8.5
2019,Food secure,Saskatchewan,Both sexes,,Seniors not in an economic family,,,47,90.0
2019,Food insecure,Saskatchewan,Both sexes,,Seniors not in an economic family,,,47,10.0
2019,"Food insecure, marginal",Saskatchewan,Both sexes,,Seniors not in an economic family,,,47,3.3
2019,"Food insecure, moderate or severe",Saskatchewan,Both sexes,,Seniors not in an economic family,,,47,6.6
2019,Food secure,Saskatchewan,Male,,Seniors not in an economic family,,,47,94.2
2019,Food secure,Saskatchewan,Female,,Seniors not in an economic family,,,47,87.8
2019,Food insecure,Saskatchewan,Female,,Seniors not in an economic family,,,47,12.2
2019,"Food insecure, marginal",Saskatchewan,Female,,Seniors not in an economic family,,,47,5.1
2019,"Food insecure, moderate or severe",Saskatchewan,Female,,Seniors not in an economic family,,,47,7.1
2019,Food secure,Saskatchewan,Both sexes,,Non-seniors not in an economic family,,,47,69.5
2019,Food insecure,Saskatchewan,Both sexes,,Non-seniors not in an economic family,,,47,30.5
2019,"Food insecure, marginal",Saskatchewan,Both sexes,,Non-seniors not in an economic family,,,47,8.5
2019,"Food insecure, moderate or severe",Saskatchewan,Both sexes,,Non-seniors not in an economic family,,,47,22.0
2019,"Food insecure, moderate",Saskatchewan,Both sexes,,Non-seniors not in an economic family,,,47,11.3
2019,"Food insecure, severe",Saskatchewan,Both sexes,,Non-seniors not in an economic family,,,47,10.7
2019,Food secure,Saskatchewan,Male,,Non-seniors not in an economic family,,,47,68.0
2019,Food insecure,Saskatchewan,Male,,Non-seniors not in an economic family,,,47,32.0
2019,"Food insecure, moderate or severe",Saskatchewan,Male,,Non-seniors not in an economic family,,,47,23.4
2019,"Food insecure, moderate",Saskatchewan,Male,,Non-seniors not in an economic family,,,47,12.0
2019,"Food insecure, severe",Saskatchewan,Male,,Non-seniors not in an economic family,,,47,11.4
2019,Food secure,Saskatchewan,Female,,Non-seniors not in an economic family,,,47,71.5
2019,Food insecure,Saskatchewan,Female,,Non-seniors not in an economic family,,,47,28.5
2019,"Food insecure, moderate or severe",Saskatchewan,Female,,Non-seniors not in an economic family,,,47,20.2
2019,"Food insecure, moderate",Saskatchewan,Female,,Non-seniors not in an economic family,,,47,10.4
2019,"Food insecure, severe",Saskatchewan,Female,,Non-seniors not in an economic family,,,47,9.8
2019,Food secure,Alberta,Both sexes,,All persons,,,48,81.5
2019,Food insecure,Alberta,Both sexes,,All persons,,,48,18.5
2019,"Food insecure, marginal",Alberta,Both sexes,,All persons,,,48,5.4
2019,"Food insecure, moderate or severe",Alberta,Both sexes,,All persons,,,48,13.1
2019,"Food insecure, moderate",Alberta,Both sexes,,All persons,,,48,9.2
2019,"Food insecure, severe",Alberta,Both sexes,,All persons,,,48,3.9
2019,Food secure,Alberta,Both sexes,,Persons in economic families,,,48,82.0
2019,Food insecure,Alberta,Both sexes,,Persons in economic families,,,48,18.0
2019,"Food insecure, marginal",Alberta,Both sexes,,Persons in economic families,,,48,5.4
2019,"Food insecure, moderate or severe",Alberta,Both sexes,,Persons in economic families,,,48,12.6
2019,"Food insecure, moderate",Alberta,Both sexes,,Persons in economic families,,,48,9.2
2019,"Food insecure, severe",Alberta,Both sexes,,Persons in economic families,,,48,3.4
2019,Food secure,Alberta,Both sexes,,Persons in senior families,,,48,90.0
2019,Food insecure,Alberta,Both sexes,,Persons in senior families,,,48,10.0
2019,"Food insecure, moderate or severe",Alberta,Both sexes,,Persons in senior families,,,48,9.2
2019,"Food insecure, moderate",Alberta,Both sexes,,Persons in senior families,,,48,7.0
2019,Food secure,Alberta,Both sexes,,Persons in senior couples,,,48,92.6
2019,Food insecure,Alberta,Both sexes,,Persons in senior couples,,,48,7.4
2019,"Food insecure, moderate or severe",Alberta,Both sexes,,Persons in senior couples,,,48,6.5
2019,"Food insecure, moderate",Alberta,Both sexes,,Persons in senior couples,,,48,5.2
2019,Food secure,Alberta,Both sexes,,Persons in other senior families,,,48,85.3
2019,Food secure,Alberta,Both sexes,,Persons in non-senior families,,,48,80.9
2019,Food insecure,Alberta,Both sexes,,Persons in non-senior families,,,48,19.1
2019,"Food insecure, marginal",Alberta,Both sexes,,Persons in non-senior families,,,48,6.0
2019,"Food insecure, moderate or severe",Alberta,Both sexes,,Persons in non-senior families,,,48,13.1
2019,"Food insecure, moderate",Alberta,Both sexes,,Persons in non-senior families,,,48,9.5
2019,"Food insecure, severe",Alberta,Both sexes,,Persons in non-senior families,,,48,3.6
2019,Food secure,Alberta,Both sexes,,Persons in couples,,,48,88.2
2019,Food insecure,Alberta,Both sexes,,Persons in couples,,,48,11.8
2019,"Food insecure, marginal",Alberta,Both sexes,,Persons in couples,,,48,2.6
2019,"Food insecure, moderate or severe",Alberta,Both sexes,,Persons in couples,,,48,9.1
2019,"Food insecure, moderate",Alberta,Both sexes,,Persons in couples,,,48,6.0
2019,"Food insecure, severe",Alberta,Both sexes,,Persons in couples,,,48,3.1
2019,Food secure,Alberta,Both sexes,,Persons in couple families with children,,,48,81.0
2019,Food insecure,Alberta,Both sexes,,Persons in couple families with children,,,48,19.0
2019,"Food insecure, marginal",Alberta,Both sexes,,Persons in couple families with children,,,48,6.2
2019,"Food insecure, moderate or severe",Alberta,Both sexes,,Persons in couple families with children,,,48,12.8
2019,"Food insecure, moderate",Alberta,Both sexes,,Persons in couple families with children,,,48,10.6
2019,"Food insecure, severe",Alberta,Both sexes,,Persons in couple families with children,,,48,2.2
2019,Food secure,Alberta,Both sexes,,Persons in couple families with other relatives,,,48,77.0
2019,Food insecure,Alberta,Both sexes,,Persons in couple families with other relatives,,,48,23.0
2019,Food secure,Alberta,Both sexes,,Persons in lone-parent families,,,48,72.9
2019,Food insecure,Alberta,Both sexes,,Persons in lone-parent families,,,48,27.1
2019,"Food insecure, moderate or severe",Alberta,Both sexes,,Persons in lone-parent families,,,48,18.6
2019,Food secure,Alberta,Male,,Persons in lone-parent families,,,48,90.1
2019,Food secure,Alberta,Female,,Persons in lone-parent families,,,48,67.4
2019,Food insecure,Alberta,Female,,Persons in lone-parent families,,,48,32.6
2019,"Food insecure, moderate or severe",Alberta,Female,,Persons in lone-parent families,,,48,21.6
2019,Food secure,Alberta,Both sexes,,Persons in other non-senior families,,,48,77.4
2019,Food insecure,Alberta,Both sexes,,Persons in other non-senior families,,,48,22.6
2019,"Food insecure, moderate or severe",Alberta,Both sexes,,Persons in other non-senior families,,,48,16.5
2019,Food secure,Alberta,Both sexes,,Persons not in an economic family,,,48,78.7
2019,Food insecure,Alberta,Both sexes,,Persons not in an economic family,,,48,21.3
2019,"Food insecure, marginal",Alberta,Both sexes,,Persons not in an economic family,,,48,5.2
2019,"Food insecure, moderate or severe",Alberta,Both sexes,,Persons not in an economic family,,,48,16.1
2019,"Food insecure, moderate",Alberta,Both sexes,,Persons not in an economic family,,,48,9.1
2019,"Food insecure, severe",Alberta,Both sexes,,Persons not in an economic family,,,48,7.0
2019,Food secure,Alberta,Both sexes,,Seniors not in an economic family,,,48,90.2
2019,Food insecure,Alberta,Both sexes,,Seniors not in an economic family,,,48,9.8
2019,"Food insecure, moderate or severe",Alberta,Both sexes,,Seniors not in an economic family,,,48,8.4
2019,Food secure,Alberta,Male,,Seniors not in an economic family,,,48,88.0
2019,Food secure,Alberta,Female,,Seniors not in an economic family,,,48,91.0
2019,Food insecure,Alberta,Female,,Seniors not in an economic family,,,48,9.0
2019,"Food insecure, moderate or severe",Alberta,Female,,Seniors not in an economic family,,,48,7.8
2019,Food secure,Alberta,Both sexes,,Non-seniors not in an economic family,,,48,75.3
2019,Food insecure,Alberta,Both sexes,,Non-seniors not in an economic family,,,48,24.7
2019,"Food insecure, marginal",Alberta,Both sexes,,Non-seniors not in an economic family,,,48,6.3
2019,"Food insecure, moderate or severe",Alberta,Both sexes,,Non-seniors not in an economic family,,,48,18.4
2019,"Food insecure, moderate",Alberta,Both sexes,,Non-seniors not in an economic family,,,48,10.8
2019,"Food insecure, severe",Alberta,Both sexes,,Non-seniors not in an economic family,,,48,7.7
2019,Food secure,Alberta,Male,,Non-seniors not in an economic family,,,48,74.2
