Year,Industry,Geography,GeoCode,Value
2020,Rubber product manufacturing,British Columbia,59,0.03
2020,Durable goods,British Columbia,59,3.85
2020,Wood product manufacturing,British Columbia,59,1.07
2020,Sawmills and wood preservation,British Columbia,59,0.58
2020,"Veneer, plywood and engineered wood product manufacturing",British Columbia,59,0.2
2020,Other wood product manufacturing,British Columbia,59,0.29
2020,Non-metallic mineral product manufacturing,British Columbia,59,0.28
2020,Glass and glass product manufacturing,British Columbia,59,0.06
2020,Cement and concrete product manufacturing,British Columbia,59,0.16
2020,Other non-metallic mineral product manufacturing,British Columbia,59,0.05
2020,Primary metal manufacturing,British Columbia,59,0.16
2020,Foundries,British Columbia,59,0.03
2020,Fabricated metal product manufacturing,British Columbia,59,0.56
2020,Forging and stamping,British Columbia,59,0.01
2020,Architectural and structural metals manufacturing,British Columbia,59,0.28
2020,"Boiler, tank and shipping container manufacturing",British Columbia,59,0.03
2020,Spring and wire product manufacturing,British Columbia,59,0.01
2020,"Machine shops, turned product, and screw, nut and bolt manufacturing",British Columbia,59,0.09
2020,"Coating, engraving, cold and heat treating and allied activities",British Columbia,59,0.03
2020,Other fabricated metal product manufacturing,British Columbia,59,0.07
2020,Machinery manufacturing,British Columbia,59,0.42
2020,"Agricultural, construction and mining machinery manufacturing",British Columbia,59,0.05
2020,Industrial machinery manufacturing,British Columbia,59,0.1
2020,Commercial and service industry machinery manufacturing,British Columbia,59,0.05
2020,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",British Columbia,59,0.05
2020,Metalworking machinery manufacturing,British Columbia,59,0.04
2020,"Engine, turbine and power transmission equipment manufacturing",British Columbia,59,0.01
2020,Other general-purpose machinery manufacturing,British Columbia,59,0.11
2020,Computer and electronic product manufacturing,British Columbia,59,0.25
2020,Computer and peripheral equipment manufacturing,British Columbia,59,0.03
2020,Communications equipment manufacturing,British Columbia,59,0.05
2020,Semiconductor and other electronic component manufacturing,British Columbia,59,0.06
2020,"Navigational, measuring, medical and control instruments manufacturing",British Columbia,59,0.11
2020,"Electrical equipment, appliance and component manufacturing",British Columbia,59,0.19
2020,Electrical equipment manufacturing,British Columbia,59,0.05
2020,Other electrical equipment and component manufacturing,British Columbia,59,0.11
2020,Transportation equipment manufacturing,British Columbia,59,0.36
2020,Motor vehicle body and trailer manufacturing,British Columbia,59,0.06
2020,Motor vehicle parts manufacturing,British Columbia,59,0.06
2020,Aerospace product and parts manufacturing,British Columbia,59,0.09
2020,Ship and boat building,British Columbia,59,0.12
2020,Furniture and related product manufacturing,British Columbia,59,0.25
2020,Household and institutional furniture and kitchen cabinet manufacturing,British Columbia,59,0.21
2020,Office furniture (including fixtures) manufacturing,British Columbia,59,0.03
2020,Other furniture-related product manufacturing,British Columbia,59,0.02
2020,Miscellaneous manufacturing,British Columbia,59,0.3
2020,Medical equipment and supplies manufacturing,British Columbia,59,0.1
2020,Other miscellaneous manufacturing,British Columbia,59,0.2
2020,Non-durable goods,Yukon,60,0.58
2020,Beverage and tobacco product manufacturing,Yukon,60,0.18
2020,Printing and related support activities,Northwest Territories,61,0.11
2021,Non-durable goods,Canada,,3.81
2021,Food manufacturing,Canada,,1.51
2021,Animal food manufacturing,Canada,,0.06
2021,Grain and oilseed milling,Canada,,0.05
2021,Sugar and confectionery product manufacturing,Canada,,0.06
2021,Fruit and vegetable preserving and specialty food manufacturing,Canada,,0.12
2021,Dairy product manufacturing,Canada,,0.16
2021,Meat product manufacturing,Canada,,0.38
2021,Seafood product preparation and packaging,Canada,,0.13
2021,Bakeries and tortilla manufacturing,Canada,,0.31
2021,Other food manufacturing,Canada,,0.23
2021,Beverage and tobacco product manufacturing,Canada,,0.31
2021,Beverage manufacturing,Canada,,0.28
2021,Tobacco manufacturing,Canada,,0.01
2021,Cannabis product manufacturing,Canada,,0.02
2021,Textile mills,Canada,,0.04
2021,"Fibre, yarn and thread mills",Canada,,0.0
2021,Fabric mills,Canada,,0.02
2021,Textile and fabric finishing and fabric coating,Canada,,0.01
2021,Textile product mills,Canada,,0.05
2021,Textile furnishings mills,Canada,,0.01
2021,Other textile product mills,Canada,,0.04
2021,Apparel manufacturing,Canada,,0.1
2021,Apparel knitting mills,Canada,,0.0
2021,Cut and sew clothing manufacturing,Canada,,0.08
2021,Clothing accessories and other clothing manufacturing,Canada,,0.02
2021,Leather and allied product manufacturing,Canada,,0.01
2021,Leather and hide tanning and finishing,Canada,,0.0
2021,Footwear manufacturing,Canada,,0.01
2021,Other leather and allied product manufacturing,Canada,,0.0
2021,Paper manufacturing,Canada,,0.29
2021,"Pulp, paper and paperboard mills",Canada,,0.13
2021,Converted paper product manufacturing,Canada,,0.16
2021,Printing and related support activities,Canada,,0.25
2021,Petroleum and coal product manufacturing,Canada,,0.1
2021,Chemical manufacturing,Canada,,0.54
2021,Basic chemical manufacturing,Canada,,0.07
2021,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",Canada,,0.04
2021,"Pesticide, fertilizer and other agricultural chemical manufacturing",Canada,,0.04
2021,Pharmaceutical and medicine manufacturing,Canada,,0.2
2021,"Paint, coating and adhesive manufacturing",Canada,,0.04
2021,"Soap, cleaning compound and toilet preparation manufacturing",Canada,,0.08
2021,Other chemical product manufacturing,Canada,,0.07
2021,Plastics and rubber products manufacturing,Canada,,0.6
2021,Plastic product manufacturing,Canada,,0.51
2021,Rubber product manufacturing,Canada,,0.09
2021,Durable goods,Canada,,5.42
2021,Wood product manufacturing,Canada,,0.56
2021,Sawmills and wood preservation,Canada,,0.21
2021,"Veneer, plywood and engineered wood product manufacturing",Canada,,0.12
2021,Other wood product manufacturing,Canada,,0.24
2021,Non-metallic mineral product manufacturing,Canada,,0.3
2021,Clay product and refractory manufacturing,Canada,,0.01
2021,Glass and glass product manufacturing,Canada,,0.05
2021,Cement and concrete product manufacturing,Canada,,0.17
2021,Lime and gypsum product manufacturing,Canada,,0.01
2021,Other non-metallic mineral product manufacturing,Canada,,0.06
2021,Primary metal manufacturing,Canada,,0.34
2021,Iron and steel mills and ferro-alloy manufacturing,Canada,,0.1
2021,Steel product manufacturing from purchased steel,Canada,,0.04
2021,Alumina and aluminum production and processing,Canada,,0.07
2021,Non-ferrous metal (except aluminum) production and processing,Canada,,0.08
2021,Foundries,Canada,,0.05
2021,Fabricated metal product manufacturing,Canada,,0.94
2021,Forging and stamping,Canada,,0.03
2021,Cutlery and hand tool manufacturing,Canada,,0.02
2021,Architectural and structural metals manufacturing,Canada,,0.37
2021,"Boiler, tank and shipping container manufacturing",Canada,,0.07
2021,Hardware manufacturing,Canada,,0.04
2021,Spring and wire product manufacturing,Canada,,0.03
2021,"Machine shops, turned product, and screw, nut and bolt manufacturing",Canada,,0.19
2021,"Coating, engraving, cold and heat treating and allied activities",Canada,,0.06
2021,Other fabricated metal product manufacturing,Canada,,0.14
2021,Machinery manufacturing,Canada,,0.81
2021,"Agricultural, construction and mining machinery manufacturing",Canada,,0.18
2021,Industrial machinery manufacturing,Canada,,0.11
2021,Commercial and service industry machinery manufacturing,Canada,,0.09
2021,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",Canada,,0.11
2021,Metalworking machinery manufacturing,Canada,,0.12
2021,"Engine, turbine and power transmission equipment manufacturing",Canada,,0.03
2021,Other general-purpose machinery manufacturing,Canada,,0.19
2021,Computer and electronic product manufacturing,Canada,,0.32
2021,Computer and peripheral equipment manufacturing,Canada,,0.02
2021,Communications equipment manufacturing,Canada,,0.07
2021,Audio and video equipment manufacturing,Canada,,0.01
2021,Semiconductor and other electronic component manufacturing,Canada,,0.09
2021,"Navigational, measuring, medical and control instruments manufacturing",Canada,,0.13
2021,Manufacturing and reproducing magnetic and optical media,Canada,,0.0
2021,"Electrical equipment, appliance and component manufacturing",Canada,,0.23
2021,Electric lighting equipment manufacturing,Canada,,0.03
2021,Household appliance manufacturing,Canada,,0.02
2021,Electrical equipment manufacturing,Canada,,0.09
2021,Other electrical equipment and component manufacturing,Canada,,0.09
2021,Transportation equipment manufacturing,Canada,,1.16
2021,Motor vehicle manufacturing,Canada,,0.23
2021,Motor vehicle body and trailer manufacturing,Canada,,0.1
2021,Motor vehicle parts manufacturing,Canada,,0.42
2021,Aerospace product and parts manufacturing,Canada,,0.27
2021,Railroad rolling stock manufacturing,Canada,,0.04
2021,Ship and boat building,Canada,,0.05
2021,Other transportation equipment manufacturing,Canada,,0.06
2021,Furniture and related product manufacturing,Canada,,0.39
2021,Household and institutional furniture and kitchen cabinet manufacturing,Canada,,0.25
2021,Office furniture (including fixtures) manufacturing,Canada,,0.11
2021,Other furniture-related product manufacturing,Canada,,0.02
2021,Miscellaneous manufacturing,Canada,,0.36
2021,Medical equipment and supplies manufacturing,Canada,,0.13
2021,Other miscellaneous manufacturing,Canada,,0.22
2021,Total manufacturing,Newfoundland and Labrador,10,4.74
2021,Non-durable goods,Newfoundland and Labrador,10,3.56
2021,Food manufacturing,Newfoundland and Labrador,10,2.73
2021,Seafood product preparation and packaging,Newfoundland and Labrador,10,2.28
2021,Bakeries and tortilla manufacturing,Newfoundland and Labrador,10,0.13
2021,Other food manufacturing,Newfoundland and Labrador,10,0.07
2021,Beverage and tobacco product manufacturing,Newfoundland and Labrador,10,0.3
2021,Printing and related support activities,Newfoundland and Labrador,10,0.05
2021,Durable goods,Newfoundland and Labrador,10,1.18
2021,Wood product manufacturing,Newfoundland and Labrador,10,0.21
2021,Sawmills and wood preservation,Newfoundland and Labrador,10,0.13
2021,"Veneer, plywood and engineered wood product manufacturing",Newfoundland and Labrador,10,0.04
2021,Other wood product manufacturing,Newfoundland and Labrador,10,0.04
2021,Cement and concrete product manufacturing,Newfoundland and Labrador,10,0.12
2021,Architectural and structural metals manufacturing,Newfoundland and Labrador,10,0.05
2021,"Machine shops, turned product, and screw, nut and bolt manufacturing",Newfoundland and Labrador,10,0.02
2021,Other fabricated metal product manufacturing,Newfoundland and Labrador,10,0.02
2021,"Agricultural, construction and mining machinery manufacturing",Newfoundland and Labrador,10,0.04
2021,"Navigational, measuring, medical and control instruments manufacturing",Newfoundland and Labrador,10,0.07
2021,Furniture and related product manufacturing,Newfoundland and Labrador,10,0.13
2021,Miscellaneous manufacturing,Newfoundland and Labrador,10,0.08
2021,Medical equipment and supplies manufacturing,Newfoundland and Labrador,10,0.03
2021,Other miscellaneous manufacturing,Newfoundland and Labrador,10,0.05
2021,Total manufacturing,Prince Edward Island,11,8.05
2021,Non-durable goods,Prince Edward Island,11,5.36
2021,Food manufacturing,Prince Edward Island,11,3.49
2021,Fruit and vegetable preserving and specialty food manufacturing,Prince Edward Island,11,0.68
2021,Printing and related support activities,Prince Edward Island,11,0.15
2021,Chemical manufacturing,Prince Edward Island,11,1.1
2021,Durable goods,Prince Edward Island,11,2.69
2021,Fabricated metal product manufacturing,Prince Edward Island,11,0.41
2021,Machinery manufacturing,Prince Edward Island,11,0.65
2021,Transportation equipment manufacturing,Prince Edward Island,11,0.87
2021,Household and institutional furniture and kitchen cabinet manufacturing,Prince Edward Island,11,0.07
2021,Total manufacturing,Nova Scotia,12,7.5
2021,Non-durable goods,Nova Scotia,12,4.61
2021,Food manufacturing,Nova Scotia,12,2.11
2021,Animal food manufacturing,Nova Scotia,12,0.08
2021,Sugar and confectionery product manufacturing,Nova Scotia,12,0.01
2021,Meat product manufacturing,Nova Scotia,12,0.14
2021,Seafood product preparation and packaging,Nova Scotia,12,1.15
2021,Bakeries and tortilla manufacturing,Nova Scotia,12,0.23
2021,Other food manufacturing,Nova Scotia,12,0.11
2021,Beverage and tobacco product manufacturing,Nova Scotia,12,0.36
2021,Textile product mills,Nova Scotia,12,0.04
2021,Paper manufacturing,Nova Scotia,12,0.15
2021,Printing and related support activities,Nova Scotia,12,0.16
2021,Chemical manufacturing,Nova Scotia,12,0.17
2021,Pharmaceutical and medicine manufacturing,Nova Scotia,12,0.11
2021,Plastics and rubber products manufacturing,Nova Scotia,12,1.31
2021,Durable goods,Nova Scotia,12,2.9
2021,Wood product manufacturing,Nova Scotia,12,0.37
2021,Sawmills and wood preservation,Nova Scotia,12,0.19
2021,"Veneer, plywood and engineered wood product manufacturing",Nova Scotia,12,0.07
2021,Other wood product manufacturing,Nova Scotia,12,0.11
2021,Non-metallic mineral product manufacturing,Nova Scotia,12,0.2
2021,Cement and concrete product manufacturing,Nova Scotia,12,0.15
2021,Other non-metallic mineral product manufacturing,Nova Scotia,12,0.03
2021,Fabricated metal product manufacturing,Nova Scotia,12,0.45
2021,Architectural and structural metals manufacturing,Nova Scotia,12,0.22
2021,Spring and wire product manufacturing,Nova Scotia,12,0.02
2021,"Machine shops, turned product, and screw, nut and bolt manufacturing",Nova Scotia,12,0.12
2021,Other fabricated metal product manufacturing,Nova Scotia,12,0.07
2021,Machinery manufacturing,Nova Scotia,12,0.25
2021,Industrial machinery manufacturing,Nova Scotia,12,0.04
2021,Commercial and service industry machinery manufacturing,Nova Scotia,12,0.07
2021,Other general-purpose machinery manufacturing,Nova Scotia,12,0.04
2021,Computer and electronic product manufacturing,Nova Scotia,12,0.27
2021,"Navigational, measuring, medical and control instruments manufacturing",Nova Scotia,12,0.18
2021,Electrical equipment manufacturing,Nova Scotia,12,0.01
2021,Transportation equipment manufacturing,Nova Scotia,12,1.01
2021,Aerospace product and parts manufacturing,Nova Scotia,12,0.33
2021,Ship and boat building,Nova Scotia,12,0.65
2021,Furniture and related product manufacturing,Nova Scotia,12,0.11
