Year,Industrie,Géographie,GeoCode,Value
2017,Fabrication de produits chimiques de base,Ontario,35,0.09
2017,"Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques",Ontario,35,0.07
2017,"Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",Ontario,35,0.02
2017,Fabrication de produits pharmaceutiques et de médicaments,Ontario,35,0.25
2017,"Fabrication de peintures, de revêtements et d'adhésifs",Ontario,35,0.06
2017,"Fabrication de savons, de détachants et de produits de toilette",Ontario,35,0.17
2017,Fabrication d'autres produits chimiques,Ontario,35,0.09
2017,Fabrication de produits en plastique et en caoutchouc,Ontario,35,0.79
2017,Fabrication de produits en plastique,Ontario,35,0.7
2017,Fabrication de produits en caoutchouc,Ontario,35,0.09
2017,Biens durables,Ontario,35,6.52
2017,Fabrication de produits en bois,Ontario,35,0.27
2017,Scieries et préservation du bois,Ontario,35,0.05
2017,"Fabrication de placages, de contreplaqués et de produits en bois reconstitué",Ontario,35,0.06
2017,Fabrication d'autres produits en bois,Ontario,35,0.16
2017,Fabrication de produits minéraux non métalliques,Ontario,35,0.31
2017,Fabrication de produits en argile et produits réfractaires,Ontario,35,0.02
2017,Fabrication de verre et de produits en verre,Ontario,35,0.05
2017,Fabrication de ciment et de produits en béton,Ontario,35,0.17
2017,Fabrication de chaux et de produits en gypse,Ontario,35,0.01
2017,Fabrication d'autres produits minéraux non métalliques,Ontario,35,0.06
2017,Première transformation des métaux,Ontario,35,0.42
2017,Sidérurgie,Ontario,35,0.2
2017,Fabrication de produits en acier à partir d'acier acheté,Ontario,35,0.06
2017,Production et transformation d'alumine et d'aluminium,Ontario,35,0.04
2017,Production et transformation de métaux non ferreux (sauf l'aluminium),Ontario,35,0.05
2017,Fonderies,Ontario,35,0.07
2017,Fabrication de produits métalliques,Ontario,35,1.04
2017,Forgeage et estampage,Ontario,35,0.05
2017,Fabrication de coutellerie et d'outils à main,Ontario,35,0.04
2017,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,Ontario,35,0.34
2017,"Fabrication de chaudières, de réservoirs et de contenants d'expédition",Ontario,35,0.06
2017,Fabrication d'articles de quincaillerie,Ontario,35,0.06
2017,Fabrication de ressorts et de produits en fil métallique,Ontario,35,0.03
2017,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",Ontario,35,0.22
2017,"Revêtement, gravure, traitement thermique et par le froid, et activités analogues",Ontario,35,0.09
2017,Fabrication d'autres produits métalliques,Ontario,35,0.15
2017,Fabrication de machines,Ontario,35,0.96
2017,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",Ontario,35,0.12
2017,Fabrication de machines industrielles,Ontario,35,0.11
2017,Fabrication de machines pour le commerce et les industries de services,Ontario,35,0.1
2017,"Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale",Ontario,35,0.08
2017,Fabrication de machines-outils pour le travail du métal,Ontario,35,0.27
2017,"Fabrication de moteurs, de turbines et de matériel de transmission de puissance",Ontario,35,0.04
2017,Fabrication d'autres machines d'usage général,Ontario,35,0.24
2017,Fabrication de produits informatiques et électroniques,Ontario,35,0.45
2017,Fabrication de matériel informatique et périphérique,Ontario,35,0.04
2017,Fabrication de matériel de communication,Ontario,35,0.12
2017,Fabrication de matériel audio et vidéo,Ontario,35,0.01
2017,Fabrication de semi-conducteurs et d'autres composants électroniques,Ontario,35,0.11
2017,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",Ontario,35,0.15
2017,Fabrication et reproduction de supports magnétiques et optiques,Ontario,35,0.01
2017,"Fabrication de matériel, d'appareils et de composants électriques",Ontario,35,0.25
2017,Fabrication de matériel électrique d'éclairage,Ontario,35,0.03
2017,Fabrication d'appareils ménagers,Ontario,35,0.02
2017,Fabrication de matériel électrique,Ontario,35,0.11
2017,Fabrication d'autres types de matériel et de composants électriques,Ontario,35,0.09
2017,Fabrication de matériel de transport,Ontario,35,1.99
2017,Fabrication de véhicules automobiles,Ontario,35,0.6
2017,Fabrication de carrosseries et de remorques de véhicules automobiles,Ontario,35,0.06
2017,Fabrication de pièces pour véhicules automobiles,Ontario,35,1.05
2017,Fabrication de produits aérospatiaux et de leurs pièces,Ontario,35,0.16
2017,Fabrication d'autres types de matériel de transport,Ontario,35,0.06
2017,Fabrication de meubles et de produits connexes,Ontario,35,0.45
2017,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,Ontario,35,0.21
2017,Fabrication de meubles de bureau (y compris les articles d'ameublement),Ontario,35,0.21
2017,Fabrication d'autres produits connexes aux meubles,Ontario,35,0.03
2017,Activités diverses de fabrication,Ontario,35,0.39
2017,Fabrication de fournitures et de matériel médicaux,Ontario,35,0.14
2017,Autres activités diverses de fabrication,Ontario,35,0.25
2017,Total de l’industrie manufacturière,Manitoba,46,8.94
2017,Biens non durables,Manitoba,46,3.62
2017,Fabrication d’aliments,Manitoba,46,1.51
2017,Fabrication d'aliments pour animaux,Manitoba,46,0.06
2017,Mouture de grains céréaliers et de graines oléagineuses,Manitoba,46,0.09
2017,Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires,Manitoba,46,0.11
2017,Fabrication de produits de viande,Manitoba,46,0.68
2017,Boulangeries et fabrication de tortillas,Manitoba,46,0.21
2017,Fabrication d'autres aliments,Manitoba,46,0.19
2017,Fabrication de boissons et de produits du tabac,Manitoba,46,0.17
2017,Usines de textiles,Manitoba,46,0.02
2017,Usines de produits textiles,Manitoba,46,0.06
2017,Fabrication de vêtements,Manitoba,46,0.15
2017,Fabrication de produits en cuir et de produits analogues,Manitoba,46,0.02
2017,Fabrication du papier,Manitoba,46,0.18
2017,Impression et activités connexes de soutien,Manitoba,46,0.51
2017,Fabrication de produits du pétrole et du charbon,Manitoba,46,0.02
2017,Fabrication de produits chimiques,Manitoba,46,0.42
2017,Fabrication de produits chimiques de base,Manitoba,46,0.06
2017,"Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques",Manitoba,46,0.01
2017,"Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",Manitoba,46,0.08
2017,Fabrication de produits pharmaceutiques et de médicaments,Manitoba,46,0.2
2017,"Fabrication de peintures, de revêtements et d'adhésifs",Manitoba,46,0.04
2017,"Fabrication de savons, de détachants et de produits de toilette",Manitoba,46,0.01
2017,Fabrication d'autres produits chimiques,Manitoba,46,0.02
2017,Fabrication de produits en plastique et en caoutchouc,Manitoba,46,0.56
2017,Fabrication de produits en plastique,Manitoba,46,0.52
2017,Fabrication de produits en caoutchouc,Manitoba,46,0.04
2017,Biens durables,Manitoba,46,5.33
2017,Fabrication de produits en bois,Manitoba,46,0.33
2017,Fabrication d'autres produits en bois,Manitoba,46,0.2
2017,Fabrication de produits minéraux non métalliques,Manitoba,46,0.22
2017,Fabrication de ciment et de produits en béton,Manitoba,46,0.16
2017,Fabrication d'autres produits minéraux non métalliques,Manitoba,46,0.03
2017,Première transformation des métaux,Manitoba,46,0.53
2017,Fabrication de produits en acier à partir d'acier acheté,Manitoba,46,0.01
2017,Fonderies,Manitoba,46,0.13
2017,Fabrication de produits métalliques,Manitoba,46,0.72
2017,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,Manitoba,46,0.29
2017,"Fabrication de chaudières, de réservoirs et de contenants d'expédition",Manitoba,46,0.12
2017,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",Manitoba,46,0.15
2017,"Revêtement, gravure, traitement thermique et par le froid, et activités analogues",Manitoba,46,0.06
2017,Fabrication d'autres produits métalliques,Manitoba,46,0.07
2017,Fabrication de machines,Manitoba,46,0.96
2017,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",Manitoba,46,0.63
2017,Fabrication de machines industrielles,Manitoba,46,0.05
2017,Fabrication de machines pour le commerce et les industries de services,Manitoba,46,0.03
2017,"Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale",Manitoba,46,0.08
2017,Fabrication d'autres machines d'usage général,Manitoba,46,0.14
2017,Fabrication de produits informatiques et électroniques,Manitoba,46,0.09
2017,Fabrication de semi-conducteurs et d'autres composants électroniques,Manitoba,46,0.03
2017,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",Manitoba,46,0.02
2017,"Fabrication de matériel, d'appareils et de composants électriques",Manitoba,46,0.12
2017,Fabrication de matériel électrique,Manitoba,46,0.12
2017,Fabrication de matériel de transport,Manitoba,46,1.35
2017,Fabrication de véhicules automobiles,Manitoba,46,0.41
2017,Fabrication de carrosseries et de remorques de véhicules automobiles,Manitoba,46,0.21
2017,Fabrication de pièces pour véhicules automobiles,Manitoba,46,0.1
2017,Fabrication de produits aérospatiaux et de leurs pièces,Manitoba,46,0.62
2017,Fabrication de meubles et de produits connexes,Manitoba,46,0.76
2017,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,Manitoba,46,0.71
2017,Fabrication de meubles de bureau (y compris les articles d'ameublement),Manitoba,46,0.05
2017,Fabrication d'autres produits connexes aux meubles,Manitoba,46,0.0
2017,Activités diverses de fabrication,Manitoba,46,0.25
2017,Fabrication de fournitures et de matériel médicaux,Manitoba,46,0.09
2017,Autres activités diverses de fabrication,Manitoba,46,0.16
2017,Total de l’industrie manufacturière,Saskatchewan,47,5.02
2017,Biens non durables,Saskatchewan,47,1.82
2017,Fabrication d’aliments,Saskatchewan,47,0.9
2017,Fabrication d'aliments pour animaux,Saskatchewan,47,0.08
2017,Mouture de grains céréaliers et de graines oléagineuses,Saskatchewan,47,0.2
2017,Fabrication de produits de viande,Saskatchewan,47,0.4
2017,Boulangeries et fabrication de tortillas,Saskatchewan,47,0.11
2017,Fabrication d'autres aliments,Saskatchewan,47,0.05
2017,Fabrication de boissons et de produits du tabac,Saskatchewan,47,0.14
2017,Usines de produits textiles,Saskatchewan,47,0.07
2017,Fabrication de vêtements,Saskatchewan,47,0.01
2017,Impression et activités connexes de soutien,Saskatchewan,47,0.11
2017,Fabrication de produits du pétrole et du charbon,Saskatchewan,47,0.14
2017,Fabrication de produits chimiques,Saskatchewan,47,0.28
2017,Fabrication de produits chimiques de base,Saskatchewan,47,0.09
2017,"Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",Saskatchewan,47,0.13
2017,"Fabrication de savons, de détachants et de produits de toilette",Saskatchewan,47,0.02
2017,Fabrication de produits en plastique et en caoutchouc,Saskatchewan,47,0.11
2017,Fabrication de produits en plastique,Saskatchewan,47,0.09
2017,Fabrication de produits en caoutchouc,Saskatchewan,47,0.02
2017,Biens durables,Saskatchewan,47,3.2
2017,Fabrication de produits en bois,Saskatchewan,47,0.39
2017,Scieries et préservation du bois,Saskatchewan,47,0.11
2017,"Fabrication de placages, de contreplaqués et de produits en bois reconstitué",Saskatchewan,47,0.19
2017,Fabrication d'autres produits en bois,Saskatchewan,47,0.09
2017,Fabrication de produits minéraux non métalliques,Saskatchewan,47,0.21
2017,Fabrication de ciment et de produits en béton,Saskatchewan,47,0.17
2017,Fabrication d'autres produits minéraux non métalliques,Saskatchewan,47,0.02
2017,Fabrication de produits métalliques,Saskatchewan,47,0.63
2017,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,Saskatchewan,47,0.29
2017,"Fabrication de chaudières, de réservoirs et de contenants d'expédition",Saskatchewan,47,0.11
2017,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",Saskatchewan,47,0.14
2017,Fabrication d'autres produits métalliques,Saskatchewan,47,0.05
2017,Fabrication de machines,Saskatchewan,47,1.03
2017,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",Saskatchewan,47,0.84
2017,Fabrication de machines pour le commerce et les industries de services,Saskatchewan,47,0.0
2017,"Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale",Saskatchewan,47,0.02
2017,Fabrication d'autres machines d'usage général,Saskatchewan,47,0.1
2017,Fabrication de produits informatiques et électroniques,Saskatchewan,47,0.14
2017,Fabrication de matériel électrique,Saskatchewan,47,0.05
2017,Fabrication de matériel de transport,Saskatchewan,47,0.21
2017,Fabrication de carrosseries et de remorques de véhicules automobiles,Saskatchewan,47,0.16
2017,Fabrication de meubles et de produits connexes,Saskatchewan,47,0.14
2017,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,Saskatchewan,47,0.12
2017,Fabrication de meubles de bureau (y compris les articles d'ameublement),Saskatchewan,47,0.02
2017,Fabrication d'autres produits connexes aux meubles,Saskatchewan,47,0.0
2017,Activités diverses de fabrication,Saskatchewan,47,0.13
2017,Fabrication de fournitures et de matériel médicaux,Saskatchewan,47,0.06
2017,Autres activités diverses de fabrication,Saskatchewan,47,0.07
2017,Total de l’industrie manufacturière,Alberta,48,5.98
2017,Biens non durables,Alberta,48,2.55
2017,Fabrication d’aliments,Alberta,48,1.04
2017,Fabrication d'aliments pour animaux,Alberta,48,0.06
2017,Mouture de grains céréaliers et de graines oléagineuses,Alberta,48,0.04
2017,Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires,Alberta,48,0.04
2017,Fabrication de produits laitiers,Alberta,48,0.07
2017,Fabrication de produits de viande,Alberta,48,0.51
2017,Boulangeries et fabrication de tortillas,Alberta,48,0.15
2017,Fabrication d'autres aliments,Alberta,48,0.15
2017,Fabrication de boissons et de produits du tabac,Alberta,48,0.15
2017,Finissage de textiles et de tissus et revêtement de tissus,Alberta,48,0.0
2017,Usines de produits textiles,Alberta,48,0.02
2017,Fabrication de vêtements,Alberta,48,0.01
2017,Fabrication de vêtements coupés-cousus,Alberta,48,0.01
2017,Fabrication du papier,Alberta,48,0.11
2017,"Usines de pâte à papier, de papier et de carton",Alberta,48,0.08
2017,Fabrication de produits en papier transformé,Alberta,48,0.03
2017,Impression et activités connexes de soutien,Alberta,48,0.21
2017,Fabrication de produits du pétrole et du charbon,Alberta,48,0.25
